Open Time,Order,Symbol,Type,Volume,Volume ,Price ,Price,S / L,T / P,Time,State
2024.12.03 11:59:39,20299184509,Crash 500 Index,buy,0.2 / 0.2,0.2,,market,,,2024.12.03 11:59:40,filled
2024.12.03 12:01:16,20299186008,Boom 900 Index,buy,0.2 / 0.2,0.2,,market,,,2024.12.03 12:01:17,filled
2024.12.03 12:01:17,20299186023,Boom 900 Index,buy,0.2 / 0.2,0.2,,market,,,2024.12.03 12:01:18,filled
2024.12.03 12:01:18,20299186036,Boom 900 Index,buy,0.2 / 0.2,0.2,,market,,,2024.12.03 12:01:19,filled
2024.12.03 12:01:19,20299186042,Boom 900 Index,buy,0.2 / 0.2,0.2,,market,,,2024.12.03 12:01:20,filled
2024.12.03 12:12:32,20299195401,Crash 500 Index,sell,0.2 / 0.2,0.2,,market,,,2024.12.03 12:12:33,filled
2024.12.03 12:48:27,20299225400,Boom 900 Index,buy limit,0.2 / 0,0.2,9766.288,9766.288,,,2024.12.03 12:54:13,rejected
2024.12.03 12:48:39,20299225560,Boom 900 Index,buy limit,0.2 / 0,0.2,9765.987,9765.987,,,2024.12.03 12:54:38,rejected
2024.12.03 13:18:44,20299248453,Boom 900 Index,sell,0.2 / 0.2,0.2,,market,,,2024.12.03 13:18:44,filled
2024.12.03 13:18:44,20299248454,Boom 900 Index,sell,0.2 / 0.2,0.2,,market,,,2024.12.03 13:18:44,filled
2024.12.03 13:18:44,20299248455,Boom 900 Index,sell,0.2 / 0.2,0.2,,market,,,2024.12.03 13:18:44,filled
2024.12.03 13:18:44,20299248456,Boom 900 Index,sell,0.2 / 0.2,0.2,,market,,,2024.12.03 13:18:44,filled
2024.12.03 13:18:44,20299248457,Boom 900 Index,sell,0.2 / 0.2,0.2,,market,,,2024.12.03 13:18:44,filled
2024.12.03 13:18:44,20299248458,Boom 900 Index,sell,0.2 / 0.2,0.2,,market,,,2024.12.03 13:18:44,filled
2024.12.03 13:18:44,20299248459,Boom 900 Index,sell,0.2 / 0.2,0.2,,market,,,2024.12.03 13:18:44,filled
2024.12.03 14:20:50,20299294839,Boom 900 Index,buy limit,0.2 / 0,0.2,9779.382,9779.382,,,2024.12.03 18:18:08,canceled
2024.12.03 14:21:58,20299295571,Boom 900 Index,buy limit,0.2 / 0,0.2,9779.27,9779.27,,,2024.12.03 18:18:26,canceled
2024.12.03 14:22:07,20299295652,Boom 900 Index,buy limit,0.2 / 0,0.2,9779.195,9779.195,,,2024.12.03 18:18:18,canceled
2024.12.03 14:22:22,20299295808,Boom 900 Index,buy limit,0.2 / 0,0.2,9779.27,9779.27,,,2024.12.03 18:18:12,canceled
2024.12.03 14:22:42,20299296003,Boom 900 Index,buy limit,0.2 / 0,0.2,9816.909,9816.909,,,2024.12.03 18:18:52,canceled
2024.12.03 18:13:48,20299456081,Boom 900 Index,buy limit,0.2 / 0,0.2,9806.657,9806.657,,,2024.12.03 18:18:52,canceled
2024.12.03 18:17:34,20299458153,Boom 900 Index,buy limit,0.2 / 0,0.2,9816.714,9816.714,,,2024.12.03 18:18:52,canceled
2024.12.03 18:17:49,20299458321,Boom 900 Index,buy limit,0.2 / 0,0.2,9816.6,9816.6,,,2024.12.03 18:18:52,canceled
2024.12.03 18:17:58,20299458439,Boom 900 Index,buy limit,0.2 / 0,0.2,9816.771,9816.771,,,2024.12.03 18:18:52,canceled
2024.12.03 18:19:36,20299459338,Boom 1000 Index,buy limit,0.2 / 0.2,0.2,20516.9216,20516.9216,,,2024.12.03 20:15:29,filled
2024.12.03 18:19:51,20299459475,Boom 1000 Index,buy limit,0.2 / 0.2,0.2,20517.1369,20517.1369,,,2024.12.03 20:15:21,filled
2024.12.03 18:20:02,20299459602,Boom 1000 Index,buy limit,0.2 / 0.2,0.2,20517.6576,20517.6576,,,2024.12.03 20:15:01,filled
2024.12.03 18:20:09,20299459663,Boom 1000 Index,buy limit,0.2 / 0,0.2,20516.5088,20516.5088,,,2024.12.03 18:21:16,canceled
2024.12.03 18:20:15,20299459711,Boom 1000 Index,buy limit,0.2 / 0,0.2,20516.7152,20516.7152,,,2024.12.03 18:21:12,canceled
2024.12.03 19:12:01,20299494368,Boom 900 Index,buy limit,0.2 / 0,0.2,9755.419,9755.419,,,2024.12.03 21:11:43,canceled
2024.12.03 19:12:07,20299494442,Boom 900 Index,buy limit,0.2 / 0,0.2,9755.005,9755.005,,,2024.12.03 21:11:43,canceled
2024.12.03 19:12:13,20299494514,Boom 900 Index,buy limit,0.2 / 0,0.2,9755.419,9755.419,,,2024.12.03 21:11:43,canceled
2024.12.03 20:23:04,20299542512,Boom 1000 Index,buy limit,0.2 / 0,0.2,20480.6677,20480.6677,20468.6244,,2024.12.04 03:49:39,canceled
2024.12.03 20:23:14,20299542728,Boom 1000 Index,buy limit,0.2 / 0,0.2,20512.5385,20512.5385,20505.3903,,2024.12.04 03:49:35,canceled
2024.12.04 03:50:23,20299709506,Boom 1000 Index,buy limit,0.2 / 0,0.2,20482.0599,20482.0599,20468.1361,,2024.12.04 06:40:35,canceled
2024.12.04 03:50:45,20299709646,Boom 1000 Index,buy limit,0.2 / 0,0.2,20480.6675,20480.6675,20466.2796,,2024.12.04 06:40:31,canceled
2024.12.04 06:58:02,20299802995,Boom 900 Index,buy limit,0.2 / 0,0.2,9754.617,9754.617,,,2024.12.04 12:26:25,canceled
2024.12.04 07:03:28,20299806816,Boom 900 Index,buy limit,0.2 / 0,0.2,9754.28,9754.28,,,2024.12.04 12:26:25,canceled
2024.12.04 07:03:37,20299806903,Boom 900 Index,buy limit,0.2 / 0,0.2,9754.853,9754.853,,,2024.12.04 12:26:25,canceled
2024.12.04 07:03:51,20299807019,Boom 900 Index,buy limit,0.2 / 0,0.2,9754.617,9754.617,,,2024.12.04 12:26:25,canceled
2024.12.04 07:03:59,20299807108,Boom 900 Index,buy limit,0.2 / 0,0.2,9755.559,9755.559,,,2024.12.04 12:26:25,canceled
2024.12.04 07:04:08,20299807164,Boom 900 Index,buy limit,0.2 / 0,0.2,9754.731,9754.731,,,2024.12.04 12:26:25,canceled
2024.12.04 07:04:18,20299807264,Boom 900 Index,buy limit,0.2 / 0,0.2,9754.617,9754.617,,,2024.12.04 12:26:25,canceled
2024.12.04 07:04:25,20299807337,Boom 900 Index,buy limit,0.2 / 0,0.2,9754.054,9754.054,,,2024.12.04 12:26:25,canceled
2024.12.04 07:04:33,20299807390,Boom 900 Index,buy limit,0.2 / 0,0.2,9754.617,9754.617,,,2024.12.04 12:26:25,canceled
2024.12.04 07:04:35,20299807407,Boom 1000 Index,sell,0.2 / 0.2,0.2,20583.1297,20583.1297,,,2024.12.04 07:04:36,filled
2024.12.04 07:04:42,20299807491,Boom 900 Index,buy limit,0.2 / 0,0.2,9754.853,9754.853,,,2024.12.04 12:26:25,canceled
2024.12.04 07:04:49,20299807550,Boom 1000 Index,sell,0.2 / 0.2,0.2,20582.8351,20582.8351,,,2024.12.04 07:04:50,filled
2024.12.04 07:04:54,20299807648,Boom 1000 Index,sell,0.2 / 0.2,0.2,20582.7456,20582.7456,,,2024.12.04 07:04:55,filled
2024.12.04 07:26:48,20299822873,Crash 900 Index,sell limit,0.2 / 0,0.2,13299.944,13299.944,13318.284,,2024.12.04 08:53:17,canceled
2024.12.04 07:27:04,20299822996,Crash 900 Index,sell limit,0.2 / 0,0.2,13300.24,13300.24,13318.284,,2024.12.04 08:53:12,canceled
2024.12.04 07:27:21,20299823137,Crash 900 Index,sell limit,0.2 / 0,0.2,13300.624,13300.624,13318.284,,2024.12.04 08:53:11,canceled
2024.12.04 07:27:44,20299823316,Crash 900 Index,sell limit,0.2 / 0,0.2,13299.844,13299.844,13318.284,,2024.12.04 08:53:10,canceled
2024.12.04 07:28:02,20299823456,Crash 900 Index,sell limit,0.2 / 0,0.2,13299.844,13299.844,13318.284,,2024.12.04 08:53:09,canceled
2024.12.04 07:28:12,20299823572,Crash 900 Index,sell limit,0.2 / 0,0.2,13300.312,13300.312,13318.284,,2024.12.04 08:53:08,canceled
2024.12.04 07:32:53,20299826029,Crash 900 Index,sell limit,0.2 / 0,0.2,13299.932,13299.932,13318.284,,2024.12.04 08:53:07,canceled
2024.12.04 07:33:16,20299826194,Crash 900 Index,sell limit,0.2 / 0,0.2,13300.38,13300.38,13318.284,,2024.12.04 08:53:06,canceled
2024.12.04 07:33:33,20299826357,Crash 900 Index,sell limit,0.2 / 0,0.2,13299.932,13299.932,13318.284,,2024.12.04 08:53:04,canceled
2024.12.04 07:33:46,20299826439,Crash 900 Index,sell limit,0.2 / 0,0.2,13299.633,13299.633,13318.284,,2024.12.04 08:53:02,canceled
2024.12.04 09:22:36,20299901770,Crash 900 Index,sell limit,0.2 / 0,0.2,13308.658,13308.658,13316.771,,2024.12.04 13:42:11,canceled
2024.12.04 09:22:55,20299901978,Crash 900 Index,sell limit,0.2 / 0,0.2,13308.577,13308.577,13316.771,,2024.12.04 13:42:17,canceled
2024.12.04 09:23:14,20299902183,Crash 900 Index,sell limit,0.2 / 0,0.2,13308.658,13308.658,13316.771,,2024.12.04 13:42:21,canceled
2024.12.04 09:23:32,20299902411,Crash 900 Index,sell limit,0.2 / 0,0.2,13308.533,13308.533,13316.771,,2024.12.04 13:42:27,canceled
2024.12.04 09:23:44,20299902535,Crash 900 Index,sell limit,0.2 / 0,0.2,13308.533,13308.533,13316.771,,2024.12.04 13:42:24,canceled
2024.12.04 09:24:00,20299902752,Crash 900 Index,sell limit,0.2 / 0,0.2,13308.378,13308.378,13316.771,,2024.12.04 13:42:30,canceled
2024.12.04 09:24:24,20299903036,Crash 900 Index,sell limit,0.2 / 0,0.2,13308.093,13308.093,13316.771,,2024.12.04 13:42:33,canceled
2024.12.04 09:24:45,20299903266,Crash 900 Index,sell limit,0.2 / 0,0.2,13308.28,13308.28,13316.771,,2024.12.04 13:42:37,canceled
2024.12.04 09:24:55,20299903392,Crash 900 Index,sell limit,0.2 / 0,0.2,13308.093,13308.093,13316.771,,2024.12.04 13:42:40,canceled
2024.12.04 09:25:07,20299903505,Crash 900 Index,sell limit,0.2 / 0,0.2,13308.28,13308.28,13316.771,,2024.12.04 13:42:44,canceled
2024.12.04 11:24:58,20299986499,Boom 900 Index,buy,0.2 / 0.2,0.2,,market,,,2024.12.04 11:24:58,filled
2024.12.04 11:24:58,20299986511,Boom 900 Index,buy,0.2 / 0.2,0.2,,market,,,2024.12.04 11:24:59,filled
2024.12.04 11:24:58,20299986516,Boom 900 Index,buy,0.2 / 0.2,0.2,,market,,,2024.12.04 11:24:59,filled
2024.12.04 11:24:59,20299986526,Boom 900 Index,buy,0.2 / 0.2,0.2,,market,,,2024.12.04 11:25:00,filled
2024.12.04 11:25:00,20299986528,Boom 900 Index,buy,0.2 / 0.2,0.2,,market,,,2024.12.04 11:25:00,filled
2024.12.04 11:25:06,20299986608,Boom 900 Index,buy,0.2 / 0.2,0.2,,market,,,2024.12.04 11:25:06,filled
2024.12.04 11:25:08,20299986628,Boom 900 Index,buy,0.2 / 0.2,0.2,,market,,,2024.12.04 11:25:08,filled
2024.12.04 11:25:08,20299986637,Boom 900 Index,buy,0.2 / 0.2,0.2,,market,,,2024.12.04 11:25:09,filled
2024.12.04 11:25:19,20299986730,Boom 900 Index,buy,0.2 / 0.2,0.2,,market,,,2024.12.04 11:25:20,filled
2024.12.04 11:25:22,20299986770,Boom 900 Index,buy,0.2 / 0.2,0.2,,market,,,2024.12.04 11:25:23,filled
2024.12.04 12:11:42,20300018822,Boom 900 Index,sell,0.2 / 0.2,0.2,,market,,,2024.12.04 12:11:42,filled
2024.12.04 12:11:42,20300018830,Boom 900 Index,sell,0.2 / 0.2,0.2,,market,,,2024.12.04 12:11:43,filled
2024.12.04 12:11:43,20300018836,Boom 900 Index,sell,0.2 / 0.2,0.2,,market,,,2024.12.04 12:11:44,filled
2024.12.04 12:11:44,20300018844,Boom 900 Index,sell,0.2 / 0.2,0.2,,market,,,2024.12.04 12:11:45,filled
2024.12.04 12:11:45,20300018853,Boom 900 Index,sell,0.2 / 0.2,0.2,,market,,,2024.12.04 12:11:46,filled
2024.12.04 12:11:46,20300018863,Boom 900 Index,sell,0.2 / 0.2,0.2,,market,,,2024.12.04 12:11:47,filled
2024.12.04 12:11:47,20300018878,Boom 900 Index,sell,0.2 / 0.2,0.2,,market,,,2024.12.04 12:11:48,filled
2024.12.04 12:11:48,20300018892,Boom 900 Index,sell,0.2 / 0.2,0.2,,market,,,2024.12.04 12:11:49,filled
2024.12.04 12:11:49,20300018903,Boom 900 Index,sell,0.2 / 0.2,0.2,,market,,,2024.12.04 12:11:50,filled
2024.12.04 12:11:51,20300018928,Boom 900 Index,sell,0.2 / 0.2,0.2,,market,,,2024.12.04 12:11:51,filled
2024.12.04 12:58:33,20300051187,Crash 1000 Index,sell limit,0.2 / 0,0.2,5484.8597,5484.8597,,,2024.12.04 13:42:48,canceled
2024.12.04 13:30:52,20300074530,Crash 900 Index,sell,0.2 / 0.2,0.2,,market,,,2024.12.04 13:30:53,filled
2024.12.04 13:30:54,20300074550,Crash 900 Index,sell,0.2 / 0.2,0.2,,market,,,2024.12.04 13:30:55,filled
2024.12.04 13:30:55,20300074571,Crash 900 Index,sell,0.2 / 0.2,0.2,,market,,,2024.12.04 13:30:56,filled
2024.12.04 13:30:57,20300074587,Crash 900 Index,sell,0.2 / 0.2,0.2,,market,,,2024.12.04 13:30:58,filled
2024.12.04 13:30:59,20300074613,Crash 900 Index,sell,0.2 / 0.2,0.2,,market,,,2024.12.04 13:31:00,filled
2024.12.04 13:37:06,20300079054,Crash 1000 Index,sell limit,0.2 / 0,0.2,5484.9109,5484.9109,,,2024.12.04 13:42:51,canceled
2024.12.04 13:37:14,20300079122,Crash 1000 Index,sell limit,0.2 / 0,0.2,5484.9622,5484.9622,,,2024.12.04 13:42:54,canceled
2024.12.04 13:37:23,20300079242,Crash 1000 Index,sell limit,0.2 / 0,0.2,5484.9109,5484.9109,,,2024.12.04 13:42:58,canceled
2024.12.04 13:37:30,20300079308,Crash 1000 Index,sell limit,0.2 / 0,0.2,5484.8084,5484.8084,,,2024.12.04 13:43:02,canceled
2024.12.04 13:37:43,20300079463,Crash 1000 Index,sell limit,0.2 / 0,0.2,5484.8084,5484.8084,,,2024.12.04 13:43:06,canceled
2024.12.04 13:37:50,20300079515,Crash 1000 Index,sell limit,0.2 / 0.2,0.2,5484.9109,5484.9109,,,2024.12.04 14:06:01,filled
2024.12.04 13:37:57,20300079626,Crash 1000 Index,sell limit,0.2 / 0.2,0.2,5484.8084,5484.8084,,,2024.12.04 14:05:46,filled
2024.12.04 13:38:05,20300079698,Crash 1000 Index,sell limit,0.2 / 0.2,0.2,5485.0647,5485.0647,,,2024.12.04 14:09:01,filled
2024.12.04 13:38:13,20300079792,Crash 1000 Index,sell limit,0.2 / 0.2,0.2,5485.116,5485.116,,,2024.12.04 14:09:08,filled
2024.12.04 13:46:29,20300085976,Crash 1000 Index,sell limit,0.2 / 0.2,0.2,5484.9489,5484.9489,,,2024.12.04 14:06:11,filled
2024.12.04 13:46:38,20300086151,Crash 1000 Index,sell limit,0.2 / 0.2,0.2,5485.1031,5485.1031,,,2024.12.04 14:09:07,filled
2024.12.04 13:46:47,20300086244,Crash 1000 Index,sell limit,0.2 / 0.2,0.2,5484.9232,5484.9232,,,2024.12.04 14:06:05,filled
